kn_individu_national,dc_sexe_id,annee_naissance0,dc_nationalite,dc_lblnationalite,kn_idcartevisite,dc_titre,dc_accroche,dc_etatcartevisite_id,dc_rome_id,dc_appellationrome_id,dn_dureecontratmin,dn_dureecontratmax,dn_remuneration,dc_unitesalaire_id,dd_datemodifemploirech,dc_domainemetier_id,dc_qualificationmetier_id,dc_lblqualificationmetier,dn_dureeexperience,dc_uniteduree_experience_id,dc_uniteduree_travail_id,dn_mobilitehabitation,dc_unitemobilite_hab_id,kd_datemodification_cv,libre_1,libre_2,libre_3,libre_4,libre_5,libre_6,libre_7,libre_8,libre_9,libre_10,savoir_1,savoir_2,savoir_3,savoir_4,savoir_5,savoiretre_1,savoiretre_2,savoiretre_3,savoirfaire_1,savoirfaire_2,savoirfaire_3,savoirfaire_4,savoirfaire_5,langue_1,langue_2,langue_3,permis_1,permis_2,permis_3,kc_nationalite,kc_qualificationmetier
0059e654353e653ed215d6f3972551987bd170a1105ccffcdba48f11ab992236,M,1988,1,FRANCAISE,bf01b195d8c244a9d49ae445e7af07f4dc266478bbf03df8a3e9d2398860c263,Magasinier,je rechercher activement une poste en préparateur de commande je suis une personne sérieuse attentif et motiver,5,N1103,16276,0,0,10.25,H,2021-10-11T12:47:47.000Z,,5,Employé non qualifié,1,AN,MO,50,KM,2021-11-03T08:57:14.736Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
489f6a741e1b222f6d9dc31556e96a0f36e36f0bc58776efbd8d3906fdf5f74a,F,1975,69,AMERICAIN DU NORD,cc86e48960b41b79cf4999e58b6783172f79fcab1306f9e7ab14199e69f78524,EMPLOYEE POLYVALENTE,25 ANS D EXPERIENCE EN HOTELLERIE RESTAURATION,3,G1501,20500,,,1600.0,M,2021-11-03T12:51:26.000Z,,6,Employé qualifié,3,AN,,10,KM,2021-03-29T07:28:04.995Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,6
7ebd6aa0f8ef87b2cc8df8313e2f2c7435b8f46b4aa31c5e2c71f3eed8d5ff99,F,1998,29,AUTRE EUROPEEN,367cdd28ec25bf3687a5548aa07a5576ef9db3853d66d1cf646e98ab2a22abdf,Mon profil,Nettoyer désinfecter et ranger la chambre et l'installation sanitaire Vérifier le contenu du chariot de ménage et procéder à la préparation des solutions de nettoyage Entretenir des locaux Suivre l'état des stocks Définir des besoins en approvisionnement Établir une commande Consigner des données dans un registre,3,J1301,10698,,,10.25,H,2021-08-11T12:21:24.000Z,,6,Employé qualifié,1,MO,,40,KM,2021-09-14T00:39:37.192Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6
c11fff55f5ea5cf02b6faa16d209b0abb3c124d00f031899302049cb344fcaad,M,1988,1,FRANCAISE,3b33df2afbd582f698b3b18cfe10784f35124cc03926623e48152f4f0fdee221,Technicien informatique,Fraichement sorti d'une formation de technicien d'assistance en informatique j'ai acquis des compétences solides en réseau et assistance utilisateur J'ai également appris avec des expériences personnelles le dépannage informatique,3,M1810,20168,,,1800.0,M,2021-11-13T13:49:50.000Z,,5,Employé non qualifié,0,,,40,MN,2021-11-13T13:49:50.469Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
8dd20cb04d03ef8dd50ef90da0fa5bedae292017bd7349e3410137ee59dfaf92,F,1993,1,FRANCAISE,a6de1a1e1cdd0986b03765c82976abb2eae5832a0bf2e9edfbef2d7f69c59228,Aide-soignante,motivée dynamique toujours disponible rigoureuse dans mon travail je sais m'adapter à toutes situations,5,J1501,10891,,,1500.0,M,2019-07-29T09:10:13.000Z,,6,Employé qualifié,3,MO,,10,KM,2021-07-15T21:10:07.185Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
ac624a69cf223b3d415fdeeb48d7d66fd37177df41620011110ba31e6cefca7c,M,1997,1,FRANCAISE,459f3c82b2abcaf26c216e6750906b1e791bbeef6b96482705a5f13811e839c4,Vendeur Conseiller Commercial,Passionné depuis mon plus jeune age par le VTT 11ans et que j'ai pratiqué pendant plusieurs années en club je suis persuadé que les connaissances que j'ai acquises et qui se sont affinées au fil de la pratique vont être un atout pour conseiller aux mieux les futurs clients que j'aurais en charge J' ai d'autant plus à cœur de m'investir car ça me permettrait d'allier travail et plaisir,3,D1211,20571,,,10.03,H,2021-03-14T14:19:11.000Z,,2,Ouvrier Spécialisé,0,,,40,MN,2021-06-23T02:59:15.157Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
550a3aa19d5d3de1d7723c7ec3bb86a6e6c129c5bf8aca2faa0892b203abc6c4,F,1992,1,FRANCAISE,64ce8745414d2c05076e59daa14afe8e6d9e54741a176bc63f439119c9ad53a1,Caissier jeux,Formation croupière puis expérience en casino 3 ans,3,M1203,11642,,,1600.0,M,2020-05-29T08:33:44.000Z,,6,Employé qualifié,4,AN,,20,KM,2021-08-31T00:09:31.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
fad5cbb7e04207f028c4765848953d22ef0acf25a3d4037789e8e41243ec8086,F,1989,69,AMERICAIN DU NORD,29331a1c926ecfe39210adbbe888bac793d8a1783157f146b814a7228d803b77,Auxiliaire de vie,Expérience satisfaisante et respectueuse,5,K1302,11255,,,9.61,M,2019-09-05T14:10:33.000Z,,5,Employé non qualifié,0,,,30,KM,2021-11-03T21:02:18.480Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5
916ee8f645bc5cf17e59b652245e6165cfe3dbb5ceb32e99a1648597673cee60,M,1966,22,PORTUGAISE,e79f3d65acd0160b13daa2490700634a448c1a7742498aa51b51f79432b19873,Conducteur de bus et autobus,Carte conducteur à jour FIMO Mes qualités reconnues ponctualité réactivité diplomatie sens du service et de la relation commerciale Plus de 25 ans d'expérience dans la conduite de véhicules Poids Lourds,3,N4103,12874,0,0,2300.0,M,2020-11-23T09:30:27.000Z,,6,Employé qualifié,,,MO,20,KM,2021-03-06T04:11:06.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6
76d38302fc7d27f3eb34e70281c9a4d4220b85c81e5bc2b7fc2b83c13595e8fb,M,1977,1,FRANCAISE,734fdc89b31d76650745c04795bb5ee16c5ed48502dab457e39512bcce8ad690,VENDEUR,Présentation irréprochable sens du service réactif et impliqué - Travailler de façon autonome vers un objectif commun à toute une équipe - Transmettre ses idées et choisir adéquatement la méthode pour favoriser une bonne performance d équipe,3,D1501,10569,,,,,2016-12-15T07:03:02.000Z,,,,3,AN,,,,2021-09-30T11:20:16.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
9de2def28f52e67d8717027f9cf1ef9ad80b9769b605011ec7df3e32bc513430,M,1992,32,MAROCAINE,30f249f1f44efddfd01cc21b0cebfbbeec19ca5ef5fa7b0081a8996358738035,ingénieur en électronique et automatisme,2 ans d'expérience dans un bureau d'étude spécialisé en électronique,3,H1206,15759,0,0,2300.0,A,,,9,Cadre,2,AN,MO,1,H,2021-08-23T09:02:47.968Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9
58ba607bc14b821cc1627b3335eab1d3b76156f6230d244117d0646fcdf98dd2,M,2000,1,FRANCAISE,3fc4432c6b70cc8ebb6f7d6350ddae0de9d72dedb62a06fa48f3c7b28714041c,Vendeur en prêt à porter,Je possède 2 ans d'expérience en vente et suis diplômé d'un BTS management des opérations commerciales Je souhaite aujourd'hui travailler dans la vente en prêt à porter,5,D1214,20613,,,1600.0,M,,,6,Employé qualifié,2,AN,,5,MN,2021-11-10T15:22:27.417Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
5e58667e016539eb4f2e58e6ad2a28ff5ee92f9d5fc9614da09ba284f81c9d85,F,1986,1,FRANCAISE,9598166effef46617b870fef28abc2ec048a06343603e2e2e381f14e867907c6,assistante administrative,Envie de nouvelle expériences enrichissante et ayant le sens de l'organisation étant autonome et dynamique je recherche un poste d'assistante administrative logistique Bonne maitrise des outils bureautiques Disponible également pour un temps partiel,3,M1607,11183,,,,M,2021-09-10T09:15:05.000Z,,,,,,,10,KM,2021-10-07T09:51:25.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
e67b5ffa565d8876b1ec9b1954160350f687e9f1131b0a69c8d05fbb909edaa7,M,1974,1,FRANCAISE,0334f3a1069e1a1990b980b1af15d2db246cec4b2c51f901af8253abf08bef31,Téléconseiller Téléconseillère,Soucieux de satisfaire lesclients je m efforce de leur donner la meilleure réponse et solution dans le respect de la démarche qualité Mes expériences professionnelles m ont permis de développer mon sens de l écoute active et de relations humaines,3,D1408,20299,,,1589.47,M,2021-10-12T07:40:15.000Z,,6,Employé qualifié,2,AN,,10,KM,2021-10-26T20:34:21.455Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
748cd21b43974358355df6c54d1f79f8eb0a74316392fdad4f42f1a7d105cfda,M,1986,1,FRANCAISE,516d4cafcf2d3aaab98b338cc70d541c1de7ac36722f14213ea2ae766b22c785,Éducateur sportif,Éducateur sportif diplômé STAPS éducation et motricité Moniteur de voile Passionné de sport Grande expérience en animation,3,K2106,18161,,,1948.5,M,2021-11-07T18:04:27.000Z,,7,Technicien dessinateur,,,,20,MN,2021-11-07T18:04:27.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
564dd1cd52ffb01fa5d5304bd7fbb029ed9b962c93e6d8f5284f12e17ebb0c38,M,1961,1,FRANCAISE,ba80468d6d4c6814825154680b68eee424316a2ba585edf76b61e955ad504b01,Cariste,Cariste d'engin télescopique précis ayant les sens des responsabilités et concentré,3,N1101,11689,0,0,10.25,M,2021-07-08T07:44:11.000Z,,4,"Ouvrier qualifié (P3,P4,OHQ)",30,AN,MO,10,KM,2021-11-13T08:24:06.226Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
7134a4724b740943875d990cd472f496a248f4ffb6d54628eff1edd2633820f6,F,1981,1,FRANCAISE,17ebc0c578f6bf511bf1cb0939c17c8201a110df434f1c6b317ae64232ec8fb7,Prothesiste Ongulaire,Maniaque patiente et aimant la précision tout en suivant les dernières tendances ongulaires j'aime pouvoir laisser libre court à mon imagination tout en respectant les désirs de ma cliente,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
d40e73960c132a5b6e6fa70019c86daf02ee1c7b98b908cef851ebb13e095d98,M,1983,1,FRANCAISE,0bdb0be9edbb24e3f44cd950cb72ddf2fa0b55fbdff4d8baaab8a316f0e694c8,Ouvrier agricole,Polyvalent je dispose d'une grande capacité d'adaptation j'ai été amené à faire preuve d'autonomie et d'initiative pour veiller au bon fonctionnement de l'exploitation Soumis au travail extérieur dans des conditions climatiques parfois difficiles j'ai été amené à manipuler des charges lourdes je suis en bonne condition physique,3,A1401,10806,,,,M,,,3,"Ouvrier qualifié (P1, P2)",2,AN,,15,KM,2021-10-12T09:58:34.520Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
70b4050cc893a26032064808ba7e80771f31501984d172b1daa4c7d82a92b33c,F,1994,59,AUTRE ASIATIQUE,94494044f18a0d8dbe79c61c61552f2701f65378c48f48a31323182829a31be3,HOTESSE DE CAISSE,JE SUIS DYNAMIQUE ET PONCTUELLE JE SAIS TRAVAILLER EN EQUIPE ET PRENDRE DES INITIATIVES,3,D1505,15487,0,0,10.25,H,2021-02-02T10:02:00.000Z,,6,Employé qualifié,3,MO,MO,30,MN,2021-09-01T00:13:33.701Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6
abee6f3d835324ba826418f9eec1e6b65e8c3cb3d1722b2d68c07cf7bede6991,M,1999,1,FRANCAISE,08f9f23cd0a998fcaa29c0c698ffe27f0f35fe3dadb08a109fcef0b38023a913,Pâtissier,Passionné par la pâtisserie depuis mon enfance titulaire du CAP pâtisserie effectué en apprentissage 2 ans et demi d'expérience je suis curieux autonome rigoureux et je sais travailler en équipe,3,D1104,17576,0,0,1800.0,M,2020-12-01T14:10:36.000Z,,6,Employé qualifié,3,AN,MO,30,MN,2021-03-16T09:48:48.416Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
1ddbb20a5e989cdb3720c1b9945942069dbfb9fa816e7c0706dabbb8c18c04d0,M,1993,1,FRANCAISE,a6ba689dd0d925103e17446c0652229519ebb3020d9a64d2d1a9b72c1b6036fe,Animateur BAFA,Expérience en colonie de vacances UCPA CSEC TOTAL Conseil Général d'Indre et Loire Plus d'un an d'expérience cumulée,3,G1203,11040,0,0,11.0,H,2021-07-22T01:45:33.295Z,,6,Employé qualifié,1,AN,MO,10,KM,2021-07-22T01:45:33.301Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
cf43a793c763171d8f021dcfb4ffa781d0cce7a23b165115ec6020b27e35866f,F,1961,1,FRANCAISE,718abcec6a76f5d9d8ad9099b0a926e7b269daf2eeb396ef533de01fc0791a42,dame de compagnie,préparation des repas aide administrative aide à la personne garde malade de jour ou de nuit accompagnement aux différents rendez-vous stimulation par des jeux lecture etc,3,K1302,10816,0,0,10.25,H,2021-09-28T12:31:58.000Z,,5,Employé non qualifié,7,AN,MO,10,KM,2021-09-29T00:37:22.643Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
767f3502c08735fac1f231f69fe65323925a3aae83a60f9318765207071beaca,M,1991,1,FRANCAISE,526b3d76a4b82ee30c58804759398c3136f33a03c6a6e4b802d75893568bd9ac,Chauffeur PL avec experience de plus de 2 ans,Bon sens de l'orientation gestion des planning de tournée polyvalent et autonome avec une experience en PL et SPL motivé pour du départmental et departement voisins National ok mais avec 2 découche par semaine maximum,3,N4101,11989,1,99,9.88,H,2021-01-08T14:40:39.000Z,,6,Employé qualifié,0,,MO,40,KM,2021-09-22T00:39:11.628Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
4e65a30ccb4bd808a0cd1277ebc52b164604e243251138cf9e196fcd9fe36406,M,1995,1,FRANCAISE,eb9d13fee4fa0dff576dc1e132218dd4f5a17d30f13e0172d59c4dcc28b198af,Employé Polyvalent dans l hôtellerie 7 ans et 5 mois d expérience,7 ans et 5 mois d'expérience dans l'hôtellerie Entretien des chambres Service du petit-déjeuner Réception Entretien des parties communes,3,G1502,14814,,,10.25,H,2021-06-21T08:24:43.000Z,,6,Employé qualifié,8,AN,,20,KM,2021-11-10T01:35:00.148Z,Entretien des Chambres,,,,,,,,,,,,,,,Autonomie,,,Entretenir des locaux,,,,,,,,,,,1,6
067cbbdf6e104bb9db3bcea6cc92428698d7be35fbf965f9df0142002e54414b,M,1997,79,AMERICAIN DU SUD,772bb9c035fca77ec8708c646a07e1ad2086cd26a782fd8d47fa9efb141fee34,animateur rugby,suite a une formation bpjeps je souhaite trouver un travail dans l'animation,3,G1204,11067,,,10.03,H,2021-02-24T07:34:28.000Z,,9,Cadre,,,,100,KM,2021-02-24T07:34:28.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9
75ea088f92a10c620e18e3160a1cb551f0fea7f520fee84ec1f7032ecd01cd0a,F,1991,1,FRANCAISE,9268744bc9bfeb3c2bd86fa340ae4f27d3ad0bde0a537bf6bce8c81711d939ee,Serveur Serveuse en restauration,Maitrise de la relation clientèle Maitre de l'encaissement Gestion des stocks bar et desserts,5,G1803,19430,,,,,2017-08-18T22:00:00.000Z,,,,,,,,,2021-08-30T13:22:22.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
f6bf2a6fd39f902a479e9d94da638c88ff5f4ff2425ce67ad21e4853b8d0ce75,M,1959,49,AUTRE AFRICAIN,9f1014878f77c2030031bb5f5e5776c9080036c1d1f29e57e1dc5b72b0f5af24,CHAUFFEUR ACCOMPAGNATEUR DES PERSONNES,Dix ans passés dans le domaine ont laissé une bonne maîtrise des outils de base de la profession à savoir sens de navigation préparation de la tournée chargement des marchandises en fonction de sa tournée,3,N4102,11982,,,10.15,H,2020-08-24T10:23:04.000Z,,5,Employé non qualifié,1,MO,,30,KM,2021-05-06T07:40:40.071Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,5
3f58fea81695fcd2d1e3e637030855b2bb54a3ae0da495d97f077d18ffde873f,F,1982,1,FRANCAISE,e347ef4685990abd9c77be1cde0209e009e8bf144e54323eec80214ae4078419,community manager,Je suis une jeune femme indépendante en pleine création d'entreprise dans le milieu en développement du community management,3,E1101,38383,,,2500.0,M,2020-06-05T07:41:22.000Z,,9,Cadre,5,AN,,5,MN,2021-01-19T09:22:13.552Z,suivie client,,,,,,,,,,Management,,,,,,,,Évaluer l'e-réputation d'un site web,,,,,,,,,,,1,9
48cc28a3f67722aad964806c5b908165ec9bd1684c9e9357d481ce59cb0d4587,M,1995,1,FRANCAISE,5a4ea2d4db28a31ccc3f68bc501baf9518599015fb0a8fe1f6ab589ae8d5df82,Polyvalent et motivé,Expérience logistique en préparateur de commande et en agent commercial,3,B1301,14896,,,,M,,,,,1,MO,,50,KM,2020-06-16T00:30:46.497Z,Procéder à la mise en rayon,Caces n1,Procéder aux étiquetages,,,,,,,,"Utilisation d'engins de manutention non motorisés (transpalette, diable, ...)",,,,,,,,Établir une commande,,,,,,,,,,,1,
60cb5b64db8c640b2cf2381b6f51a28af3f0674fbe9ee07bada340875101e2a8,F,1992,1,FRANCAISE,621333f921589f26ff79fad06256d7f71c7006cdaf1c5a0f92aa66e3b4ce7bd1,Assistante Dentaire,7 ans d'expériences en tant qu'Assistante dentaire,3,J1303,11265,,,2500.0,M,2021-10-26T16:03:15.000Z,,6,Employé qualifié,5,AN,,30,MN,2021-10-26T16:04:45.785Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
adbbe1b5cb8333334a1f20735106dd22813770e8728a7845b707a4f1b1e74869,M,2000,1,FRANCAISE,f30272da89ed91c4730b3c104a0ff995f5fd78716dfe7561d4d78afdc4d8e323,Technicien de maintenance,Très motivé et rigoureux dans le travail,3,I1304,19870,,,1800.0,M,2021-03-03T18:28:17.000Z,,6,Employé qualifié,3,AN,,10,KM,2021-03-03T18:28:17.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
47c23df0e721e6b6ae0c49d9b9297f57ff6e4a733dcabc2baf4087d4e82dd4db,M,1982,1,FRANCAISE,8cd62780eee81cafc8e77ab6627b198f693e15c522a760682b61ae653978591f,vendeur,Expérience réussie dans la vente Rigoureux et assidu Toujours à la recherche d'atteinte des objectifs Bilingue anglais,3,D1212,38572,,,,,2017-11-28T23:00:00.000Z,,,,6,AN,,,,2021-09-07T02:58:13.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
a4669cc0ff6c4e9f3a243f46891d016329706b946b4b7e5324f0e048b87a1e3c,F,1966,1,FRANCAISE,0201fc4875375e2cadeb2a0cca0e3781354b6410a05f4bf1b815e2609f527c15,Assistante Commerciale 12 ans d'expérience du contact client,Ma capacité d'adaptation est ma force face aux différents types de clients Enjouée et respectueuse des règles j'aime relever des défis dans le domaine commercial,5,M1607,19364,0,0,2100.0,M,,,6,Employé qualifié,15,AN,MO,30,KM,2021-10-26T17:47:49.637Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
a9500eccadd923c6298cc140298612462bb38b1433ef6c628d04ca93636240d7,M,1966,1,FRANCAISE,2dc20cb23b703f0c084515915eb73e0f98e02e135ef2550a7221faedb4c366da,VENDEUR,24 ANS D'EXPÉRIENCE EN TANT QUE VENDEUR CHEF DE RAYON RÉCEPTIONAIRE DE MARCHANDISES SERIEUX MOTIVÉ APPLIQUÉ DANS TOUT SE QUE J'ENTREPREND MÉTICULEUX OUVERT,3,N4104,13800,,,,M,,,6,Employé qualifié,,,,,,2021-08-10T02:09:09.029Z,-encaissement des produits,Tarification Déterminer Valider et suivie des quantités-,Vente Gestion Contrôle et mise en rayon des produits-,,,,,,,,Règles de sécurité,,,,,,,,"Recueillir et traiter les réclamations d'usagers, clients, résidents, ...",,,,,,,,,,,1,6
437648ae4cc60cd5d678055a42087cc75e582bca13f84aa77bc023a4cbf52b67,M,1961,1,FRANCAISE,95611bd801c86847c4cdfb676bce5efe73ab3cba4c9c43d94088c037866e7e18,magasinier gestionnaire de stock,15 ans d'expérience comme magasinier gestionnaire de stock,3,N1103,16277,,,1600.0,M,2021-07-13T04:58:44.771Z,,7,Technicien dessinateur,15,AN,,10,KM,2021-07-13T04:58:44.776Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
041aba4eb8edc3bcfe19736acfef0bcb65b90288097c343e7dac7f8dbd9724ec,M,1996,1,FRANCAISE,a75159749ef31d629c2a3637a53ce4ef0ed92605a8a3e425dce17fe04aa4b353,Ouvrier boulanger Ouvrière boulangère,J'ai 2 ans d'expérience en boulangerie et 1 an en pâtisserie Robuste je suis dynamique et motivé je m'adapte vite au travail demander Je suis disponible tout le temps j'ai le permis et la voiture Tel 06 13 74 55 52,3,D1102,11573,0,0,10.25,H,2021-10-21T07:26:01.000Z,,6,Employé qualifié,3,AN,MO,30,MN,2021-10-22T02:09:19.933Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
a0c77797fe1c0c4f901d634f9918f136d631882dc0320ef6c3a43539e3c47741,F,1996,1,FRANCAISE,cd2dc6b64c923487583580c2548d6b87e0ae896e88d1348fd50f72cffb1efdb0,Animatrice périscolaire et de centre de loisirs,Je suis généreuse à l'écoute responsable capable de faire face à l'imprévu et je sais adapter mes activités selon l'âge des enfants J'aime chez les enfants leurs capacités d'apprentissage et leur imagination qui permettent de créer,3,G1203,10999,,,13.03,M,2021-06-22T04:58:22.000Z,,6,Employé qualifié,1,AN,,5,KM,2021-08-17T02:07:17.984Z,Concevoir et mener une action d'animation,Accueillir les familles,Veiller à la sécurité et à l'hygiène des enfant,Organiser et préparer des activités variées,,,,,,,,,,,,Travail en équipe,,,,,,,,,,,,,,1,6
31462559a85392f843291bfb7e715c6d1cb855d3ad0d5509843d4dcdc2817d63,F,1976,1,FRANCAISE,655fabdff961cfce7044272cf75880f0a9d739b41979c65369caac17cb1f5b23,prothésiste ongulaire,Jeune femme très dynamique avec un bon sens relationnel et une grande motivation,3,D1208,38671,,,10.15,M,2021-08-10T08:35:16.000Z,,6,Employé qualifié,2,MO,,30,KM,2021-10-16T00:29:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
521bcecd3bc1189afbf4335495ad3a9fb2a9f5e5627a6073b656462c03c3f5de,F,1967,1,FRANCAISE,74a3b8c9d06fdc60ec2a48173915a64ddaf34d1da5f0ef8c69c698e580d32715,CONSEILLERE CLIENTELE CONFIRMEE DANS DIFFERENTS SECTEURS D'ACTIVITES,15 ANS D'EXPERIENCES DANS DIFFERENTS SECTEURS D'ACTIVITES VENTE SECRETARIAT COMMERCIAL COMMERCE DE DETAILS electro-ménager puériculture lingerie BANQUE ASSURANCES ESPACE PUBLICITAIRE,3,D1401,19369,2,2,1500.0,M,2019-09-06T08:27:08.000Z,,5,Employé non qualifié,5,AN,MO,20,KM,2021-05-03T13:36:44.402Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
af63a7d404bfd086c76020f0e26ac55cabe8152603db46e2d8742d887ad677bf,M,2001,1,FRANCAISE,d3e996a83eae88f2352fb81118dd99419cfeb341fb943e3cce86675223ef7b6e,Accueil touristique,3 mois d'expérience en conseiller en séjour à l'Office de Tourisme du Pays Loudunais renseignement des visiteurs accueil hors les murs Bonne maîtrise des outils informatiques newsletter création de site internet flyers et brochures Niveau Anglais B2 TOEIC 810,3,G1101,13453,,,1589.0,M,2021-10-21T07:39:01.000Z,,6,Employé qualifié,3,MO,,25,KM,2021-10-21T10:35:35.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
dbe2ae300eda0d6ad731826692baf58c0300738c700e04000b793928a23b19ee,F,1962,1,FRANCAISE,c1d3c24dbb24f32e17b69874f1b292f728f27889f6e2a9e237f153589cb92a9d,Assistante De Vie Aux Familles,En formation avec AFPA SST PRAP Disponibilité au mois d'avril Expériences en EHPAD et à domicile,5,K1302,11256,,,10.03,M,2021-09-13T10:19:24.000Z,,5,Employé non qualifié,1,AN,,12,KM,2021-09-13T10:19:24.638Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
632b21f2f63f5b9428720acc6761e2ed0ccebcdb7342e5949891635b0bfd8fd5,M,1974,13,HOLLANDAISE,e042bc538a79dedd8a643466e288d05923be4daaf953aed00f7f8451f94e939b,Installateur thermique et sanitaire,Titulaire d'un CAP installation sanitaire et thermique 5 ans d'expérience Motivé dynamique et disponible de suite,3,F1603,38853,,,10.25,H,2021-07-15T14:21:59.000Z,,3,"Ouvrier qualifié (P1, P2)",1,AN,,100,KM,2021-10-21T00:29:47.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3
31d3f39872b296e605d1ae8c797625ea74ac3b5715dcb7a75ed1d9ca766d4eca,F,1986,1,FRANCAISE,7f40330fa75f24dc6342d658272a4d8a37b6d0ea751bd4dd481a63b2e12d7368,Conseillère d'éducation,J'ai beaucoup travaillé avec les enfants et ce qui me plaît c'est d'être à leur écoute J'aime travailler en équipe et je sais que c'est important dans ce métier,3,K2104,19596,,,13.0,H,2021-03-29T08:16:11.000Z,,6,Employé qualifié,6,AN,,10,KM,2021-09-08T10:44:45.911Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
edda29c2d9bd8693aa173923794f5993a08e7f2510e753dd5f117052203105b0,M,2001,1,FRANCAISE,3d21a6dc8c44bbf3e50d860e14f8ceb5f35c3235f7c4ca2994e69fdec2d6a604,Commencement de commerçants,Jeune bachelier ayant durant maintes et maintes années analysé au travers de nombreux stage et par propre expérience personnel tout les rouages et le fonctionnement manipulatoire commerciale Le commerce n'est pas un métier mais un art Je vous demande à vous recruteur de devenir employé de votre enseigne,3,D1211,38494,,,1380.0,M,2021-09-23T12:30:17.000Z,,5,Employé non qualifié,5,MO,,30,MN,2021-09-24T00:52:47.618Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
01a4cec22bfa3b9169b9cbdffaff3bcb7f3e5489bcb4018760084b6bc1503e66,F,1967,,,9a0b925e70c93f38f95fdb75d1549cd4f45993725b39bf99463c0be6fbd9dac4,Couturière en ameublement,tapissière en ameublement expérience coupeuse et couturière,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22a1e19f9e54638efbb89f9921bb70d260e8b39e34ecaf689f2a016d3a5516dc,M,1977,1,FRANCAISE,ad152beee78b862da42fb094d1c16053887f85be9cb30dd1512ae0a0eab69b01,Chauffeur Opérateur hydrocureur,-20 ans d'expériences dans le nettoyage industriel et l assainissement avec matériel hydrocureur -Carte FIMO FCO à jour -Permis B C EC -Habilitation électrique H0 B0 CATEC espaces confinés ARI Appareil Respiratoire Isolant Risques chimiques niveau 1 formation opérateur amiante sous-section 4,3,K2301,38635,0,0,2200.0,M,2021-09-15T03:36:46.929Z,,3,"Ouvrier qualifié (P1, P2)",20,AN,MO,20,MN,2021-09-15T03:36:46.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
