id_competence,lbl_competence,type_competence
105262,"Réaliser de la maille au mètre, en panneau ou en forme (pull-over, ...) sur métier maille rectiligne, métier à tricoter en forme",SavoirFaire
105263,Techniques de remaillage,Savoir
105264,"Broder des étoffes, des articles sur un métier à broder classique",SavoirFaire
105265,"Broder des étoffes, des articles sur un métier à broder par pilotage informatique",SavoirFaire
105266,"Broder des étoffes, des articles sur une machine à broder multi-têtes industrielle",SavoirFaire
105267,"Cadrage vertical (positionnement tissu, tension...)",Savoir
105268,"Cadrage horizontal (positionnement tissu, tension...)",Savoir
105269,"Réaliser des étoffes tressées (passementeries, ...) sur tresseuse à aiguilles",SavoirFaire
105270,"Réaliser des étoffes tressées (passementeries, ...) sur tresseuse à cylindre",SavoirFaire
105271,Réaliser des pièces sur métier à tufter,SavoirFaire
105272,Réaliser des pièces sur machine à raser,SavoirFaire
105275,"Passer les fils, mèches ou rubans dans des grilles, purgeurs, guide-fil, ..., contrôler leur guidage et leur enroulement sur les bobines",SavoirFaire
105276,"Surveiller l'alimentation continue des installations en fils, ... et procéder au nouage en cas de rupture",SavoirFaire
105279,Guidage manuel de fil ou de ruban,Savoir
105280,"Technologie des machines de filature, outillage et périphériques associés (bobines, guides fils, broches, rouleaux étireurs, ...)",Savoir
105281,Techniques de rattache,Savoir
105282,Surveiller des phases de préparation de cardage,SavoirFaire
105283,Surveiller des phases de préparation de craquage,SavoirFaire
105284,Surveiller des phases de préparation d'épluchage et ouverture,SavoirFaire
105285,Surveiller des phases de préparation d'étirage,SavoirFaire
105286,Surveiller des phases de préparation de passage sur banc à brocher,SavoirFaire
105287,Surveiller des phases de peignage,SavoirFaire
105288,"Surveiller des équipements ou phases de bobinage, épuration",SavoirFaire
105289,Surveiller des équipements ou phases de continu à filer,SavoirFaire
105290,Surveiller des équipements ou phases de guipage,SavoirFaire
105291,"Surveiller des équipements ou phases de moulinage, retordage",SavoirFaire
105292,Surveiller des équipements ou phases de transformation d'open end,SavoirFaire
105293,Surveiller des équipements ou phases de texturation,SavoirFaire
105294,Caractéristiques des fils métalliques,Savoir
105300,"Monter les mandrins, bobines et équipements (planches à aiguilleté, chaîne de picot, filière, ...) sur la machine/ligne",SavoirFaire
105302,"Surveiller les données de mesure du produit, identifier les anomalies (baisse de température, arrêt de la pompe, ...) et appliquer les mesures correctives",SavoirFaire
105305,"Utilisation d'instruments de mesure (gabarit, balance, ...)",Savoir
105306,Caractéristiques des fibres naturelles,Savoir
105307,Surveiller et conduire une machine ou une ligne par voie fondue,SavoirFaire
105308,Surveiller et conduire une machine ou une ligne par procédé air laid,SavoirFaire
105309,Surveiller et conduire une machine ou une ligne par voie humide,SavoirFaire
105310,Surveiller et conduire une machine ou une ligne par voie sèche (cardage ou nappage pneumatique),SavoirFaire
105311,Procédés de fabrication fibres courtes,Savoir
105312,Procédés de fabrication fibres longues,Savoir
105313,"Surveiller et conduire une machine ou une ligne de consolidation de nappe de non-tissé par procédé chimique (imprégnation, rouleaux chauffés, ...)",SavoirFaire
105314,"Surveiller et conduire une machine ou une ligne de consolidation de nappe de non-tissé par procédé mécanique (aiguilletage, couturage-tricotage, hydrauliage, ...)",SavoirFaire
105315,"Surveiller et conduire une machine ou une ligne de consolidation de nappe de non-tissé par procédé thermique (calandrage, thermofusion par air chaud, ...)",SavoirFaire
105320,Utilisation de machine à cercler,Savoir
105322,"Utilisation d'outils (clé dynamométrique, pistolet pneumatique, ...)",Savoir
105326,"Positionner et fixer les roules sur la machine, centrer le tissu et ajuster la tension lors de l'entraînement",SavoirFaire
105329,"Surveiller le déroulement des cycles de traitement, vérifier la vitesse, la montée du colorant, ...",SavoirFaire
105331,"Distinction de couleurs (régularité, ...)",Savoir
105332,"Utilisation d'instruments de mesure (spectromètre, radioscope, ...)",Savoir
105333,"Propriétés des fibres textiles (pouvoir absorbant, allongement, ...)",Savoir
105334,Traitement d'ennoblissement,Savoir
105335,"Caractéristiques des fibres (poids, coloris, solidité, ...)",Savoir
105336,"Sélectionner un traitement pour des fibres d'origine naturelle animale (soie, laine, ...)",SavoirFaire
105337,"Sélectionner un traitement pour des fibres d'origine naturelle végétale (coton, lin)",SavoirFaire
105338,"Sélectionner un traitement pour des fibres d'origine organique (polyamide, polypropylène, polyester, aramide, cellulosique, ...)",SavoirFaire
105339,"Sélectionner un traitement pour des fibres inorganiques ou minérales (carbone, verre, ...)",SavoirFaire
105340,Sélectionner un traitement pour du non-tissé,SavoirFaire
105341,Sélectionner un traitement pour du tissu chaîne et trame,SavoirFaire
105342,Sélectionner un traitement pour du tissu maille,SavoirFaire
105343,Réaliser des opérations d'ennoblissement sur autoclave,SavoirFaire
105344,"Réaliser des opérations d'ennoblissement sur barque (à tourniquet, ...)",SavoirFaire
105345,Réaliser des opérations d'ennoblissement sur calandre,SavoirFaire
105346,Réaliser des opérations d'ennoblissement sur décatisseuse,SavoirFaire
105347,Réaliser des opérations d'ennoblissement sur flambeuse,SavoirFaire
105348,Réaliser des opérations d'ennoblissement sur gratteuse/ émeriseuse/ dérompeuse/ sanforiseur,SavoirFaire
105349,Réaliser des opérations d'ennoblissement sur laveuse,SavoirFaire
105350,Réaliser des opérations d'ennoblissement sur machine d'enduction / d'imprégnation,SavoirFaire
105351,Réaliser des opérations d'ennoblissement sur machine de blanchiment,SavoirFaire
105352,"Réaliser des opérations d'ennoblissement sur machine de teinture pour écheveaux ou bobines (à clarinette, à tubes, ...)",SavoirFaire
105353,Réaliser des opérations d'ennoblissement sur machine jigger,SavoirFaire
105354,"Réaliser des opérations d'ennoblissement sur machine owerflow, type jet",SavoirFaire
105355,Réaliser des opérations d'ennoblissement sur machines de contrecollage/complexage,SavoirFaire
105356,Réaliser des opérations d'ennoblissement sur rame d'apprêt,SavoirFaire
105357,Réaliser des opérations d'ennoblissement sur solvanteuse,SavoirFaire
105358,Réaliser des opérations d'ennoblissement sur tondeuse,SavoirFaire
105359,Modalités de traitement chimique,Savoir
105361,Procédés de traitement des matières,Savoir
105366,Spécificités des colorants,Savoir
105367,"Regrouper les peaux selon leur origine, taille, épaisseur, en vue de leur traitement",SavoirFaire
105369,Surveiller le déroulement des différents cycles de traitement des peaux,SavoirFaire
105370,"Ajuster l'épaisseur des peaux, des cuirs en fonction de l'utilisation finale de l'article",SavoirFaire
105371,Contrôler la conformité des peaux/cuirs et rectifier les anomalies,SavoirFaire
105373,"Utilisation d'instruments de mesure (pige, balance, règle, ...)",Savoir
105374,Points de contrôle des peaux,Savoir
105375,Points de contrôle des cuirs,Savoir
105376,Cycles de tannage,Savoir
105377,"Réaliser des opérations de transformation sur des peaux d'animaux à fourrure (renard, astrakans, ...)",SavoirFaire
105378,Réaliser des opérations de transformation sur des peaux d'autruche,SavoirFaire
105379,Réaliser des opérations de transformation sur des peaux de bovins,SavoirFaire
105380,"Réaliser des opérations de transformation sur des peaux de crocodiles, reptile",SavoirFaire
105381,Réaliser des opérations de transformation sur des peaux d'ovins,SavoirFaire
105382,Réaliser des opérations de transformation sur des peaux de poissons,SavoirFaire
105383,Réaliser des opérations de dérayage sur des peaux et des cuirs,SavoirFaire
105384,"Réaliser des opérations de grainage sur des peaux, des cuirs",SavoirFaire
105385,"Réaliser des opérations de lissage sur des peaux, des cuirs",SavoirFaire
105386,"Réaliser des opérations de lustrage sur des peaux, des cuirs",SavoirFaire
105387,"Réaliser des opérations de palissonnage sur des peaux, des cuirs",SavoirFaire
105388,"Réaliser des opérations de ponçage / veloutage sur des peaux, des cuirs",SavoirFaire
105390,"Réaliser des opérations de satinage sur des peaux, des cuirs",SavoirFaire
105391,Utilisation de machine à refendre,Savoir
105392,Utilisation de dérayeuse,Savoir
105393,Travail de rivière (peaux),Savoir
105395,Techniques de corroyage,Savoir
105396,Techniques du finissage,Savoir
105397,Écharnage manuel,Savoir
105398,Utilisation d'écharneuse hydraulique,Savoir
105399,"Formules de mélanges de produits (tannage végétal, nourriture, ...)",Savoir
105400,Accrochage manuel,Savoir
105401,Élargissement manuel de peaux,Savoir
105403,"Sélectionner les outillages (racles, rouleaux, ...) et les cadres d'impression et déterminer les besoins en produits (couleurs, ...)",SavoirFaire
105405,"Monter /démonter les cylindres, cadres, ... sur la machine à imprimer, cadrer le motif et alimenter la machine en couleurs",SavoirFaire
105407,Surveiller les données de mesure de la machine au cours de l'impression,SavoirFaire
105409,Vérifier l'enroulement du tissu sur le cylindre/rouleau et ajuster selon besoin,SavoirFaire
105410,"Caractéristiques des Produits Auxiliaires de Traitements Textiles (teinture, apprêt, impression, ...)",Savoir
105411,Principes de réaction des couleurs,Savoir
105412,"Imprimer des motifs sur des fibres d'origine animale (soie, laine, ...)",SavoirFaire
105413,"Imprimer des motifs de fibres d'origine organique (polyamide, polyester, cellulosique, ...)",SavoirFaire
105414,"Imprimer des motifs sur des fibres d'origine végétale (coton, lin)",SavoirFaire
105415,"Imprimer des motifs sur des fibres inorganiques ou minérales (carbone, verre, ...)",SavoirFaire
105416,Imprimer des motifs sur du non-tissé,SavoirFaire
105417,Imprimer des motifs sur du tissu chaîne et trame,SavoirFaire
105418,Imprimer des motifs sur du tissu maille,SavoirFaire
105419,Imprimer des motifs par impression au cadre plat,SavoirFaire
105420,Imprimer des motifs par impression au cadre rotatif,SavoirFaire
105421,"Imprimer des motifs par impression au motif placé (sérigraphie, ...)",SavoirFaire
105422,Imprimer des motifs par impression numérique ou à jet d'encre,SavoirFaire
105423,"Imprimer des motifs par impression par dévorage, rongeage",SavoirFaire
105424,Imprimer des motifs par impression par réserve,SavoirFaire
105425,Utilisation de machine à sérigraphie,Savoir
105426,Utilisation de machine chrome jet,Savoir
105430,"Façonner le tissu, cuir sur la table de coupe et ajuster le positionnement (alignement)",SavoirFaire
105433,"Regrouper les pièces coupées par taille, modèle, coloris, ... pour l'assemblage/montage des articles",SavoirFaire
105435,Utilisation de compas d'épaisseur,Savoir
105436,Utilisation de machine à coupe laser,Savoir
105437,Utilisation de machine de coupe à jet d'eau,Savoir
105438,Utilisation de scie à ruban,Savoir
105439,Utilisation de scie circulaire,Savoir
105440,Utilisation d'emporte-pièce,Savoir
105441,"Utilisation de presse (à bras, à chariot, à pont, ...)",Savoir
105442,Paramétrage de machine à découper automatisée,Savoir
105443,Utilisation de ciseaux électriques,Savoir
105444,"Réaliser des opérations d'assemblage par clouage, agrafage, couture, sur des pièces en cuir, peau",SavoirFaire
105445,"Réaliser des opérations de brossage de fourrure sur des pièces en cuir, peau",SavoirFaire
105446,"Réaliser des opérations de débordage des peaux sur des pièces en cuir, peau",SavoirFaire
105447,"Réaliser des opérations d'étirage par mouillage/étavillonage sur des pièces en cuir, peau",SavoirFaire
105448,"Réaliser des opérations de refente sur des pièces en cuir, peau",SavoirFaire
105449,Techniques de matelassage,Savoir
105450,Techniques de positionnement de tissu extensible,Savoir
105451,Utilisation de ciseaux manuels,Savoir
105452,"Utilisation de tranchet, couteau demi-lune",Savoir
105453,Utilisation de pointeuse,Savoir
105454,Utilisation de cranteuse,Savoir
105456,"Identifier les défauts des articles (vêtement, dentelle, ...) et les trier selon les non-conformités (finition, reprise, rebut)",SavoirFaire
105458,"Fixer, intercaler les éléments de fermeture, de renfort, de marquage sur l'article",SavoirFaire
105459,"Vérifier la conformité des finitions et procéder aux réparations de remaillage, de reprise de couture, ...",SavoirFaire
105461,Utilisation de presse à repasser,Savoir
105462,Utilisation de mannequin de repassage,Savoir
105463,"Utilisation de forme chauffante (coquille à vapeur, ...)",Savoir
105464,Utilisation de machine à poser les boutons,Savoir
105465,Utilisation de fer/table aspirante,Savoir
105466,"Réaliser des opérations de finition sur des articles chaussants (bas, collants, ...)",SavoirFaire
105467,"Réaliser des opérations de finition sur des articles de haute couture, robes de mariée",SavoirFaire
105468,Réaliser des opérations de finition sur des articles de lingerie/balnéaire/corseterie,SavoirFaire
105469,Parachever l'écaillage dentelle,SavoirFaire
105470,"Parachever la coupe de fils résiduels, l'épluchage",SavoirFaire
105471,"Parachever la pose d'oeillets, rivetage, agrafage",SavoirFaire
105472,Parachever le détachage,SavoirFaire
105473,Parachever le raccommodage,SavoirFaire
105474,Parachever le raccoutrage,SavoirFaire
105475,Parachever le remaillage,SavoirFaire
105479,Régler le programme de la machine à coudre et monter les outils et accessoires,SavoirFaire
105483,"Détecter les difficultés et anomalies liées au patron, aux matières au cours de la réalisation du prototype et proposer des solutions techniques",SavoirFaire
105485,Utilisation de surjeteuse,Savoir
105488,Réaliser des prototypes en cuir,SavoirFaire
105489,Réaliser des prototypes en dentelle,SavoirFaire
105490,"Réaliser des prototypes en fourrure, peausserie",SavoirFaire
105491,Réaliser des prototypes en maille/lycra,SavoirFaire
105492,"Réaliser des prototypes en tissu fin/flou (satin, soie, voile, ...)",SavoirFaire
105493,Assembler-monter des vêtements professionnels,SavoirFaire
105494,Assembler-monter des articles de haute couture/Robes de mariée,SavoirFaire
105495,"Assembler-monter des chaussants (bas, collants, ...)",SavoirFaire
105497,Nomenclature de la chaussure,Savoir
105498,Nomenclature de la maroquinerie,Savoir
105501,"Vérifier la conformité des contours, des courbes, de la symétrie, des codifications de mesures, ... du patron de base de l'article",SavoirFaire
105502,"Identifier par marquage les pièces constitutives de l'article et reporter les indications supplémentaires (crans de montage, devant, dos, ...) sur le patron",SavoirFaire
105503,Digitaliser les points et lignes du tracé du patron de base,SavoirFaire
105505,Décliner les tailles d'un modèle de base sur un logiciel de gradation,SavoirFaire
105506,Réaliser sur informatique un schéma de placement/coupe par alignement et emboîtage des pièces du patron,SavoirFaire
105512,"Techniques de placement (tête-bêche, escalier, ...)",Savoir
105513,"Normalisation de système des tailles (tableau d'évolution, de mesures, ...)",Savoir
105518,"Réaliser un patron pour des articles de maroquinerie (petite maroquinerie, sacs, bagages, ...)",SavoirFaire
105520,"Réaliser un patron pour des articles de sellerie générale (bâches, stores, tentes, ...)",SavoirFaire
105521,Réaliser un patron pour des vêtements de cérémonie,SavoirFaire
105522,Réaliser un patron pour des vêtements professionnels,SavoirFaire
105525,Caractéristiques morphologiques de l'enfant,Savoir
105529,Réaliser un patron pour des articles en fourrure,SavoirFaire
105530,Réaliser un patron pour des articles en maille,SavoirFaire
105531,Réaliser un patron pour des articles en textile technique,SavoirFaire
105532,Montage de toile,Savoir
105533,Mise à plat de toile,Savoir
105534,"Marquage à la roulette (contours, droit fil, lignes de construction, pinces, ...)",Savoir
105537,"Contrôler la régularité de l'enroulement des fils, des mèches de fils mis sur les supports",SavoirFaire
105538,Régler la vitesse et la tension des équipements auxiliaires du métier,SavoirFaire
105539,"Rattacher les fils entre eux (constitution de mèche, réalimentation, intervention en cas de casse, ...)",SavoirFaire
105541,Intervenir dans l'étape du bobinage,SavoirFaire
105542,Intervenir dans l'étape du cannetage,SavoirFaire
105543,Intervenir dans l'étape du montage de chaîne,SavoirFaire
105544,"Intervenir dans l'ourdissage, le wappage, l'ensouplage",SavoirFaire
105545,Intervenir dans le pressage,SavoirFaire
105546,Intervenir dans le remontage,SavoirFaire
105547,Intervenir dans le rentrage,SavoirFaire
105548,Intervenir dans le wheelage,SavoirFaire
105549,Utilisation d'ourdissoir,Savoir
105550,Techniques d'extirpage,Savoir
105554,"Préparer ou monter un métier à tisser à jet d'air, jet d'eau, projectiles",SavoirFaire
105555,"Préparer ou monter un métier à tisser à pinces, à lance, à navette",SavoirFaire
105556,Préparer ou monter un métier à tisser Jacquard,SavoirFaire
105557,"Préparer ou monter un métier Jacquardtronic, Textronic",SavoirFaire
105558,Préparer ou monter un métier Rachel,SavoirFaire
105559,Préparer ou monter des métiers fuseau circulaire,SavoirFaire
105560,Préparer ou monter des métiers Leavers,SavoirFaire
105561,Réaliser le collage des fils,SavoirFaire
105562,Réaliser le démêlage des fils,SavoirFaire
105563,Réaliser le nouage des fils,SavoirFaire
105564,Réaliser le retordage des fils,SavoirFaire
105565,"Utilisation d'instruments de mesure (mètre, réfractomètre, ...)",Savoir
105566,"Déterminer les interventions de préparation ou de finition selon les matériaux (peaux, cuir, ...), produits (sac, chaussure, ...) et défauts repérés",SavoirFaire
105567,Préparer le cuir en vue du montage/assemblage de l'article,SavoirFaire
105569,"Contrôler la conformité des réalisations, procéder aux rectifications et évacuer les non-conformes",SavoirFaire
105573,"Réaliser la préparation de pièces par découpe décorative (ajour, dentelage, ...)",SavoirFaire
105574,Réaliser la préparation de pièces par gaufrage,SavoirFaire
105575,"Réaliser la préparation de pièces par parage (biseau, rembord, ...)",SavoirFaire
105576,Réaliser la préparation de pièces par refente,SavoirFaire
105577,"Réaliser la préparation de pièces par rembordage, rempliage",SavoirFaire
105578,Utilisation de presse à gaufrer,Savoir
105580,Parachever la réfection de couture,SavoirFaire
105581,"Parachever la teinture, coloration, fixation de couleur",SavoirFaire
105584,Utilisation de griffe,Savoir
105586,Réaliser des opérations de finition sur des articles de gainerie,SavoirFaire
105588,"Réaliser des opérations de finition sur des articles de sellerie générale (bâches, stores, tentes, ...)",SavoirFaire
105589,"Réaliser des opérations de finition sur des bagages, sacs",SavoirFaire
105590,Réaliser des opérations de finition sur des chaussures,SavoirFaire
105591,Réaliser des opérations de finition sur des gants,SavoirFaire
105592,Réaliser des opérations de finition sur des vêtements,SavoirFaire
105593,"Caractéristiques des cuirs exotiques (crocodile, autruche, ...)",Savoir
105594,Caractéristiques des textiles enduits,Savoir
105596,"Détecter les défauts d'aspect des produits et articles et les localiser par des indicateurs (pastilles, sonnettes, ...)",SavoirFaire
105597,"Trier les produits/articles par catégorie de choix, type de déclassement (rebut, destruction, ...) ou catégorie d'intervention (retouche, remise à teinte, ...)",SavoirFaire
105600,Utilisation de table de visite lumineuse,Savoir
105601,"Procédure de test mécanique statique (résistance de couture, ...)",Savoir
105602,Procédure de test mécanique dynamique (ouverture de fermoir),Savoir
105604,Procédure de réglage des machines,Savoir
105605,Détecter des défauts sur des articles chaussants,SavoirFaire
105606,Détecter des défauts sur des articles de confection textile,SavoirFaire
105607,Détecter des défauts sur des articles de ganterie,SavoirFaire
105608,"Détecter des défauts sur des dentelles, passementeries, tulles, broderies",SavoirFaire
105609,Détecter des défauts sur des fils,SavoirFaire
105610,Détecter des défauts sur des textiles imprimés,SavoirFaire
105611,Détecter des défauts sur des tissus chaîne et trame,SavoirFaire
105612,Détecter des défauts sur des tissus maille,SavoirFaire
105613,Détecter des défauts sur des articles de maroquinerie,SavoirFaire
105614,"Détecter des défauts sur des peaux, cuirs",SavoirFaire
105615,Procéder à des actions correctives ou des réparations de bobinage/débobinage,SavoirFaire
105616,"Procéder à des actions correctives ou des réparations de coupes de parties défectueuses (tissu abîmé, pattes, flancs, ...)",SavoirFaire
105617,Procéder à des actions correctives ou des réparations de détachage,SavoirFaire
105618,"Procéder à des actions correctives ou des réparations de pose d'éléments de renfort (collage, thermocollage, ...)",SavoirFaire
105619,Procéder à des actions correctives ou des réparations de réfection de motifs,SavoirFaire
105620,Procéder à des actions correctives ou des réparations de raccommodage,SavoirFaire
105621,"Procéder à des actions correctives ou des réparations de remise à teinte (tranches d'articles de maroquinerie, ...)",SavoirFaire
105623,Utilisation de bobineuse,Savoir
105624,Utilisation de thermocolleuse,Savoir
105625,Utilisation de visiteuse enrouleuse,Savoir
105626,Utilisation de visiteuse plieuse,Savoir
105632,"Suivre et faire évoluer la planification de la production en fonction des flux, délais, approvisionnement, ...",SavoirFaire
105666,Électromécanique,Savoir
105667,Thermique,Savoir
105669,"Procédures de contrôle dimensionnel (rectitude, épaisseur, ...)",Savoir
105671,Méthodes de Gestion des Moyens de Production,Savoir
105672,Gestion administrative du personnel,Savoir
105705,Procédés de traitement mécanique,Savoir
105706,Procédés de traitement thermique,Savoir
105718,Modalités de maintenance,Savoir
105719,"Repérer les caractéristiques des éléments électriques à partir du plan, feuille de bobinage, ... ou de l'ancien bobinage",SavoirFaire
105720,Sélectionner l'outillage et les matériaux selon les caractéristiques de la bobine,SavoirFaire
105721,Préparer et réaliser le bobinage au moyen de mandrin ou de gabarit en veillant à son bon déroulement,SavoirFaire
105722,"Vérifier la conformité de la bobine (inductance, continuité électrique, équilibre statique et dynamique, ...)",SavoirFaire
105723,Utilisation de tour à bobiner,Savoir
105724,"Utilisation d'outils manuels (pince coupante, massicot, ciseaux, ...)",Savoir
105725,Connexion électrique,Savoir
105726,Types d'isolants électriques,Savoir
105727,Principes de fonctionnement de machines à bobiner,Savoir
105728,"Fabriquer ou réparer une bobine électrique pour intégration dans une machine statique (transformateur, ...)",SavoirFaire
105729,"Fabriquer ou réparer une bobine électrique pour intégration dans une machine tournante (moteur, alternateur, ...)",SavoirFaire
105730,"Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",SavoirFaire
105734,Vérifier la continuité électrique du câblage et procéder aux réglages préalables à la mise sous tension,SavoirFaire
105736,Règles de montage électrique,Savoir
105738,"Intervenir sur un procédé de fabrication à l'unité (prototypes, ...)",SavoirFaire
105739,Intervenir sur un procédé de fabrication en grandes séries,SavoirFaire
105740,Intervenir sur un procédé de fabrication en moyennes séries,SavoirFaire
105741,Intervenir sur un procédé de fabrication en petites séries,SavoirFaire
105742,"Sélectionner ou vérifier les recettes et programmes de fabrication, selon les caractéristiques du produit (cartes, puces, circuits imprimés, ...)",SavoirFaire
105747,"Détecter les dysfonctionnements relatifs aux produits, outils de production et informer le service maintenance",SavoirFaire
105750,Critères de contrôle de l'équipement piloté (Check List),Savoir
105751,Règles d'hygiène et de sécurité liées à la salle blanche (Clean Concept),Savoir
105752,Règles et consignes de sécurité liées à l'électricité,Savoir
105754,Réaliser des interventions nécessitant une habilitation aux risques chimiques,SavoirFaire
105755,"Réaliser la maintenance d'un équipement de production au premier niveau (nettoyage graissage, ...)",SavoirFaire
105756,Réaliser la maintenance préventive/curative au deuxième niveau,SavoirFaire
105759,Réaliser des opérations de traitement par photomasquage,SavoirFaire
105760,Réaliser des opérations de traitement par photogravure,SavoirFaire
105761,Réaliser des opérations d'implantation ionique,SavoirFaire
105762,Réaliser des opérations de traitement thermique,SavoirFaire
105763,Techniques de régulation des installations thermiques,Savoir
105764,Procédés de reproduction photo,Savoir
105765,Procédés de gravure de couches,Savoir
105766,"Repérer et positionner les éléments électriques, composants électroniques dans l'ordre d'assemblage ou alimenter la machine",SavoirFaire
105767,"Assembler les éléments du produit électrique ou électronique (composants, câblage)",SavoirFaire
105769,"Trier les produits défectueux et les diriger vers les zones ou services concernés (réparation, recyclage, évacuation, ...)",SavoirFaire
105770,"Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage",SavoirFaire
105771,Vérifier les composants et les disposer en fonction du déroulement des opérations de montage,SavoirFaire
105772,Adapter les composants aux caractéristiques du support,SavoirFaire
105773,Positionner et fixer les composants sur les supports,SavoirFaire
105775,"Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...)",SavoirFaire
105776,Utilisation de machine d'insertion/pose semi-automatique de composant électronique,Savoir
105777,Caractéristiques des composants électroniques,Savoir
105778,Câblage filaire,Savoir
105779,Réaliser des opérations de traitement par moulage,SavoirFaire
105780,"Réaliser des opérations de traitement par nettoyage (cartes, ...)",SavoirFaire
105781,Réaliser des opérations de traitement par tropicalisation,SavoirFaire
105782,Utilisation d'appareil à dessouder,Savoir
105784,"Vérifier l'état des équipements, de l'installation (bonbonnes d'air, vannes d'arrivée, ...) et sécuriser l'ensemble",SavoirFaire
105787,"Réaliser ou adapter les réglages des brûleurs, turbines, alternateurs à partir de commande centralisée",SavoirFaire
105789,"Détecter les dysfonctionnements des installations, déterminer les causes de panne et établir les demandes d'intervention de maintenance",SavoirFaire
105795,"Fonctionnement des installations (turbine, réacteur, incinérateur, alternateur, pompe, ...)",Savoir
105799,Intervenir sur des chaudières gaz,SavoirFaire
105800,Intervenir sur des chaudières fioul,SavoirFaire
105801,Intervenir sur des blocs nucléaires,SavoirFaire
105802,"Intervenir sur des chaudières de cogénération, régénération",SavoirFaire
105807,Télémanipulation de radioélément,Savoir
105808,"Surveiller et réguler des équipements de production d'énergie nécessitant une habilitation pour la conduite de centrale nucléaire (SN2, SN3, ...)",SavoirFaire
105809,Surveiller et réguler des équipements de radioprotection,SavoirFaire
105810,"Propriétés des combustibles (fuel, gaz, ...)",Savoir
105811,Conditions de stockage d'effluents,Savoir
105812,"Vérifier le fonctionnement des installations et des équipements (arche de recuisson, presse, feeders, étireuse, ...)",SavoirFaire
105817,Prélèvement à chaud,Savoir
105818,Procédures de conduite d'installation en mode manuel,Savoir
105819,Procédures de conduite d'installation en mode automatique,Savoir
105820,Procédés de fabrication du verre,Savoir
105822,Modalités de réglage,Savoir
105823,Hygiène industrielle,Savoir
105824,"Intervenir dans l'étape de bobinage (fibre de verre, ...) du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105825,"Intervenir dans l'étape de centrifugation (fibre isolation, ...) du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105826,"Intervenir dans l'étape de composition du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105827,"Intervenir dans l'étape d'emboutissage, pressage à chaud du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105828,"Intervenir dans l'étape d'étirage (verre plat, fibre de verre, ...) du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105829,"Intervenir dans l'étape d'extrusion du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105830,"Intervenir dans l'étape de fusion du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105831,"Intervenir dans l'étape de laminage du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105832,"Intervenir dans l'étape de moulage du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105833,"Intervenir dans l'étape de préparation et de frittage du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105834,"Intervenir dans l'étape de recuisson et refroidissement du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105835,"Intervenir dans l'étape de soufflage du processus de transformation de verre (à chaud, à froid)",SavoirFaire
105837,Procédés d'étirage du verre,Savoir
105838,Parachever le pliage,SavoirFaire
105839,"Parachever la coupe (trous, encoches, découpes)",SavoirFaire
105840,Parachever l'ébavurage,SavoirFaire
105841,Parachever le dépolissage,SavoirFaire
105842,"Parachever le polissage, lustrage",SavoirFaire
105843,Parachever le sablage,SavoirFaire
105844,"Parachever le perçage, montage et l'assemblage d'éléments",SavoirFaire
105846,"Utilisation d'appareils de contrôle et de mesure (analyseur de gaz, pyromètre optique, voltmètre, ...)",Savoir
105850,"Retirer les produits endommagés et leurs débris de la chaîne de production, évacuer les rebuts et les diriger vers les zones de recyclage, ...",SavoirFaire
105851,Réaliser un premier diagnostic de dysfonctionnement et appliquer les mesures correctives,SavoirFaire
105853,"Surveiller ou réguler une installation de broyage, concassage, tamisage",SavoirFaire
105854,"Surveiller ou réguler une installation de conditionnement, palettisation, étiquetage",SavoirFaire
105855,Surveiller ou réguler une installation d'extrusion,SavoirFaire
105856,Surveiller ou réguler une installation de malaxage,SavoirFaire
105857,Surveiller ou réguler une installation de remplissage,SavoirFaire
105858,"Surveiller ou réguler une installation thermique (four, étuveuse, ...)",SavoirFaire
105861,"Tri, empilage de pièces",Savoir
105864,"Vérifier l'état des pâtes céramiques ou des matériaux (plasticité, liquidité, ...)",SavoirFaire
105867,"Utilisation d'appareils de mesure spécifique (Manifold, vacuomètre, ...)",Savoir
105869,Procédés de fabrication en céramique,Savoir
105870,Façonner des produits selon des techniques de calibrage automatique,SavoirFaire
105871,Façonner des produits selon des techniques de calibrage manuel,SavoirFaire
105872,Façonner des produits selon des techniques de coulage,SavoirFaire
105873,Façonner des produits selon des techniques d'extrusion,SavoirFaire
105874,Façonner des produits selon des techniques de moulage,SavoirFaire
105875,Façonner des produits selon des techniques de pressage,SavoirFaire
105876,Émailler des produits par trempage,SavoirFaire
